MaskedIndex,Source,Target,Probability
0,0,2,0.44147583842277527
1,0,10,0.3894701302051544
2,0,12,0.4019952118396759
3,0,14,0.230507031083107
4,0,20,0.4020432233810425
5,0,39,0.4186868965625763
6,0,43,0.42179346084594727
7,0,49,0.4380580186843872
8,0,85,0.29000815749168396
9,0,87,0.4695484936237335
10,0,96,0.4517606496810913
11,0,97,0.433119535446167
12,0,113,0.43381357192993164
13,0,125,0.48915785551071167
14,0,131,0.34733349084854126
15,0,133,0.4070175886154175
16,0,143,0.2389376014471054
17,0,159,0.2606242895126343
18,0,164,0.17430268228054047
19,0,168,0.38292011618614197
20,0,169,0.41916269063949585
21,0,172,0.46596667170524597
22,0,199,0.539390504360199
23,0,200,0.4080186188220978
24,0,202,0.3883579969406128
25,0,214,0.3870464563369751
26,0,224,0.2409602552652359
27,0,231,0.43273377418518066
28,0,240,0.4557848572731018
29,0,241,0.42920756340026855
30,0,250,0.46020981669425964
31,0,260,0.45463746786117554
32,0,264,0.18537434935569763
33,0,281,0.3351694643497467
34,0,304,0.44392484426498413
35,0,306,0.43386101722717285
36,0,307,0.5079540014266968
37,0,309,0.3808461129665375
38,0,346,0.4343394637107849
39,0,358,0.40815964341163635
40,0,359,0.5593533515930176
41,0,367,0.4126792848110199
42,0,370,0.4810853898525238
43,0,373,0.510756254196167
44,0,399,0.10725226253271103
45,0,411,0.3552892506122589
46,0,417,0.5106967091560364
47,0,425,0.42895641922950745
48,0,428,0.3302949368953705
49,0,437,0.44875478744506836
50,0,446,0.43962201476097107
51,0,452,0.4337611794471741
52,0,460,0.44774240255355835
53,0,466,0.46607691049575806
54,0,470,0.41573336720466614
55,0,489,0.4745326638221741
56,0,517,0.4556412994861603
57,0,540,0.18112191557884216
58,0,550,0.29547733068466187
59,0,552,0.4506559371948242
60,0,554,0.24716395139694214
61,0,558,0.3194516599178314
62,0,559,0.49499109387397766
63,0,621,0.381921648979187
64,0,622,0.5148828029632568
65,0,649,0.4658484160900116
